台湾,#genre#
湖南衛視國際頻道,http://58.99.33.2:1935/liveedge4/JIAACJMc_904_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
CCTV娛樂頻道,http://58.99.33.2:1935/liveedge4/JIAACJMc_905_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
CCTV英語新聞,http://58.99.33.2:1935/liveedge4/JIAACJMc_906_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
CCTV戲曲,http://58.99.33.2:1935/liveedge4/JIAACJMc_907_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
北京衛視國際頻道,http://58.99.33.2:1935/liveedge4/JIAACJMc_908_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
江蘇國際,http://58.99.33.2:1935/liveedge2/JIAACJMc_909_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
海峽衛視,http://58.99.33.2:1935/liveedge2/JIAACJMc_910_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
廈門衛視,http://58.99.33.2:1935/liveedge2/JIAACJMc_911_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
廣東南方衛視,http://58.99.33.2:1935/liveedge2/JIAACJMc_912_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
深圳衛視,http://58.99.33.2:1935/liveedge2/JIAACJMc_913_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
CCTV9 紀錄,http://58.99.33.2:1935/liveedge2/JIAACJMc_914_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
天津國際,http://58.99.33.2:1935/liveedge2/JIAACJMc_915_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
重慶國際,http://58.99.33.2:1935/liveedge2/JIAACJMc_916_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
山東國際,http://58.99.33.2:1935/liveedge2/JIAACJMc_917_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
中國黃河,http://58.99.33.2:1935/liveedge2/JIAACJMc_918_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
湖南國際,http://58.99.33.2:1935/liveedge2/JIAACJMc_919_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
安徽國際,http://58.99.33.2:1935/liveedge2/JIAACJMc_920_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
浙江國際,http://58.99.33.2:1935/liveedge2/JIAACJMc_921_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
雲南國際,http://58.99.33.2:1935/liveedge2/JIAACJMc_922_1/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
冠軍夢想台,http://58.99.33.2:1935/liveedge/JIAACJMc_2_0_0/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
大台中新聞,http://58.99.33.2:1935/liveedge/JIAACJMc_1_1_0/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
南投新聞,http://58.99.33.2:1935/liveedge/JIAACJMc_1_2_0/manifest.m3u8?checkCode=37050688asdfsdfsadf&aa=as
雲林新聞台,http://58.99.33.2:1935/liveedge/JIAACJMc_1_0_0/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森購物2台,http://58.99.33.2:1935/liveedge/JIAACJMc_35.smil/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森購物3台,http://58.99.33.2:1935/liveedge/JIAACJMc_46.smil/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森購物1台,http://58.99.33.2:1935/liveedge/JIAACJMc_47.smil/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森購物5台,http://58.99.33.2:1935/liveedge/JIAACJMc_60.smil/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
東森購物4台,http://58.99.33.2:1935/liveedge/JIAACJMc_80.smil/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as
CDATA[廣告頻道,http://58.99.33.2:1935/liveedge/JIAACJMc_999.smil/playlist.m3u8?checkCode=37050688asdfsdfsadf&aa=as

天翼视讯,#genre#
东方影视,http://live1.nty.tv189.com/tm-shdsj-800k.m3u8
上海纪实,http://live1.nty.tv189.com/tm-shjishi-800k.m3u8
劲爆体育,http://live1.nty.tv189.com/tm-jbsporthd-800k.m3u8
第一财经,http://live1.nty.tv189.com/tm-cbnhd-800k.m3u8
潮体育,http://live1.nty.tv189.com/tm-ctyty-800k.m3u8
e娱乐,http://live1.nty.tv189.com/tm-eylty-800k.m3u8
i综艺,http://live1.nty.tv189.com/tm-izyty-800k.m3u8

CHC华城影视,http://live1.nty.tv189.com/tm-cridyty-800k.m3u8
CIBN电影,http://live1.nty.tv189.com/tm-yg1dypd-1200k.m3u8
CIBN精品影院,http://live1.nty.tv189.com/tm-yg1jpyy-1200k.m3u8
CIBN喜剧院线,http://live1.nty.tv189.com/tm-yg1xjyy-1200k.m3u8
CIBN微电影,http://live1.nty.tv189.com/tm-yg1wdypd-1200k.m3u8
CIBN新知,http://live1.nty.tv189.com/tm-yg1dyds-1200k.m3u8
CIBN童学世界,http://live1.nty.tv189.com/tm-yg1rbjc-1200k.m3u8
CIBN流金岁月,http://live1.nty.tv189.com/tm-yg1scpd-1200k.m3u8
CIBN健康,http://live1.nty.tv189.com/tm-yg1jkpd-512k.m3u8
CIBN骄阳剧场,http://live1.nty.tv189.com/tm-yg1jyjc-1200k.m3u8
CIBN风尚运动,http://live1.nty.tv189.com/tm-yg1dysc-512k.m3u8
CIBN古装剧场,http://live1.nty.tv189.com/tm-yg1zypd-512k.m3u8
CIBN文旅中国,http://live1.nty.tv189.com/tm-yg1lypd-512k.m3u8
CIBN军事频道,http://live1.nty.tv189.com/tm-yg1gzjc-512k.m3u8
CRI精选剧场,http://live1.nty.tv189.com/tm-cridsjty-800k.m3u8
江苏体育,http://live1.nty.tv189.com/tm-jstyhd-800k.m3u8
江苏城市,http://live1.nty.tv189.com/tm-jscshd-800k.m3u8
江苏公共,http://live1.nty.tv189.com/tm-jsgghd-800k.m3u8
江苏影视,http://live1.nty.tv189.com/tm-jsyshd-800k.m3u8
江苏国际,http://live3.nty.tv189.com/tm-jsgjhd-800k.m3u8
江苏靓妆,http://live1.nty.tv189.com/tm-jslzty-800k.m3u8
BTV生活,http://live1.nty.tv189.com/tm-btv7-800k.m3u8
BTV新闻,http://live1.nty.tv189.com/tm-btv9-800k.m3u8
BTV青年,http://live1.nty.tv189.com/tm-btv8-800k.m3u8
BTV纪实,http://live1.nty.tv189.com/tm-btvjishihd-800k.m3u8
BTV文艺,http://live1.nty.tv189.com/tm-btv2hd-800k.m3u8
BTV影视,http://live1.nty.tv189.com/tm-btv4-800k.m3u8
卡酷少儿,http://live1.nty.tv189.com/tm-kaku-800k.m3u8
CCTV-1,http://live1.nty.tv189.com/tm-cctv1tm-800k.m3u8
CCTV-2,http://live1.nty.tv189.com/tm-cctv2tm-800k.m3u8
CCTV-3,http://live1.nty.tv189.com/tm-cctv3tm-800k.m3u8
CCTV-4,http://live1.nty.tv189.com/tm-cctv4tm-800k.m3u8
CCTV-6,http://live1.nty.tv189.com/tm-cctv6tm-800k.m3u8
CCTV-7,http://live1.nty.tv189.com/tm-cctv7tm-800k.m3u8
CCTV-8,http://live1.nty.tv189.com/tm-cctv8tm-800k.m3u8
CCTV-9,http://live1.nty.tv189.com/tm-cctv9tm-800k.m3u8
CCTV-10,http://live1.nty.tv189.com/tm-cctv10tm-800k.m3u8
CCTV-11,http://live1.nty.tv189.com/tm-cctv11tm-800k.m3u8
CCTV-12,http://live1.nty.tv189.com/tm-cctv12tm-800k.m3u8
CCTV-13,http://live1.nty.tv189.com/tm-cctvnews-800k.m3u8
CCTV-14,http://live1.nty.tv189.com/tm-cctvchild-800k.m3u8
CCTV-15,http://live1.nty.tv189.com/tm-cctvmusic-800k.m3u8
江苏卫视,http://live1.nty.tv189.com/tm-jswshd-800k.m3u8
北京卫视,http://live1.nty.tv189.com/tm-btv1hd-800k.m3u8
广东卫视,http://live1.nty.tv189.com/tm-guangdonghd-800k.m3u8
河南卫视,http://live1.nty.tv189.com/tm-henantv-800k.m3u8
东方卫视,http://live1.nty.tv189.com/tm-dfwshd-800k.m3u8
安徽卫视,http://live1.nty.tv189.com/tm-ahwshd-800k.m3u8
四川卫视,http://live1.nty.tv189.com/tm-sichuantv-800k.m3u8
河北卫视,http://live1.nty.tv189.com/tm-hebeitv-800k.m3u8
重庆卫视,http://live1.nty.tv189.com/tm-chongqingtv-800k.m3u8
东南卫视,http://live1.nty.tv189.com/tm-dongnantv-800k.m3u8
甘肃卫视,http://live1.nty.tv189.com/tm-gansutv-800k.m3u8
宁夏卫视,http://live1.nty.tv189.com/tm-ningxiatv-800k.m3u8
新疆卫视,http://live1.nty.tv189.com/tm-xinjiangtv-800k.m3u8
云南卫视,http://live1.nty.tv189.com/tm-yunnantv-800k.m3u8
吉林卫视,http://live1.nty.tv189.com/tm-jilintv-800k.m3u8
山西卫视,http://live1.nty.tv189.com/tm-shan1xitv-800k.m3u8
青海卫视,http://live1.nty.tv189.com/tm-qinghaitv-800k.m3u8
旅游卫视,http://live1.nty.tv189.com/tm-traveltv-800k.m3u8
康巴卫视,http://live1.nty.tv189.com/tm-kangbatv-800k.m3u8
西藏卫视,http://live1.nty.tv189.com/tm-xizangtv-800k.m3u8
海峡卫视,http://live1.nty.tv189.com/tm-haixiatv-800k.m3u8
内蒙古卫视,http://live1.nty.tv189.com/tm-neimenggutv-800k.m3u8
山东教育,http://live1.nty.tv189.com/tm-sdjyhd-800k.m3u8
优漫卡通,http://live1.nty.tv189.com/tm-jsymktty-800k.m3u8

纳加58,#genre#
BBC,vjms://58.215.133.185:8500:3502/live/cid=418
CNN,vjms://58.215.133.185:8500:3502/live/cid=428
CNN,vjms://23.237.33.155:8500:3502/live/cid=428
民视,vjms://58.215.133.185:8500:3502/live/cid=450
MTV,vjms://58.215.133.185:8500:3502/live/cid=52
法国时装,vjms://58.215.133.185:8500:3502/live/cid=399
国家地理,vjms://58.215.133.185:8500:3502/live/cid=115
国家地理野生,vjms://58.215.133.185:8500:3502/live/cid=263
动物星球,vjms://58.215.133.185:8500:3502/live/cid=3
探索亚洲,vjms://58.215.133.185:8500:3502/live/cid=440
探索科学,vjms://58.215.133.185:8500:3502/live/cid=457
TLC旅游生活,vjms://58.215.133.185:8500:3502/live/cid=103
HBO台湾,vjms://58.215.133.184:8500:3502/live/cid=261
HBO家庭,vjms://58.215.133.185:8500:3502/live/cid=181
HBO原创,vjms://58.215.133.185:8500:3502/live/cid=436
HBO强档,vjms://58.215.133.185:8500:3502/live/cid=238
FOX电影,vjms://58.215.133.185:8500:3502/live/cid=94
AXN,vjms://58.215.133.185:8500:3502/live/cid=2
公视,vjms://58.215.133.185:8500:3502/live/cid=236
纬来体育,vjms://58.215.133.185:8500:3502/live/cid=202
纬来戏剧,vjms://58.215.133.185:8500:3502/live/cid=137
八大第一,vjms://58.215.133.185:8500:3502/live/cid=441
CCTV大富,vjms://58.215.133.185:8500:3502/live/cid=170
TVBS新闻,vjms://58.215.133.185:8500:3502/live/cid=348
TVBS综合,vjms://58.215.133.185:8500:3502/live/cid=349
非凡新闻,vjms://58.215.133.185:8500:3502/live/cid=443
年代新闻，vjms://58.215.133.185:8500:3502/live/cid=455
年代MUCH,vjms://58.215.133.185:8500:3502/live/cid=439
三立新闻,vjms://58.215.133.185:8500:3502/live/cid=352
三立都会,vjms://58.215.133.185:8500:3502/live/cid=226
中天新闻,vjms://58.215.133.185:8500:3502/live/cid=407
东森新闻,vjms://58.215.133.185:8500:3502/live/cid=340
东森财经,vjms://58.215.133.185:8500:3502/live/cid=456
澳亚卫视,vjms://58.215.133.185:8500:3502/live/cid=337
凤凰中文,vjms://58.215.133.185:8500:3502/live/cid=400
凤凰资讯,vjms://58.215.133.185:8500:3502/live/cid=401
ELTA体育,vjms://58.215.133.185:8500:3502/live/cid=266
博斯高球1,vjms://58.215.133.185:8500:3502/live/cid=265
FOXNews,vjms://58.215.133.185:8500:3502/live/cid=97
FOX体育3,vjms://58.215.133.185:8500:3502/live/cid=95
FOX体育2,vjms://58.215.133.185:8500:3502/live/cid=444
美国财经,vjms://58.215.133.185:8500:3502/live/cid=98

中天亚洲,vjms://23.237.33.155:8500:3502/live/cid=236
凤凰卫视,vjms://23.237.33.155:8500:3502/live/cid=400
凤凰资讯,vjms://23.237.33.155:8500:3502/live/cid=401
动物星球,vjms://23.237.33.155:8500:3502/live/cid=3
TLC旅游生活,vjms://23.237.33.155:8500:3502/live/cid=103
国家地理野生,vjms://23.237.33.155:8500:3502/live/cid=263
国家地理,vjms://23.237.33.155:8500:3502/live/cid=115
探索亚洲,vjms://23.237.33.155:8500:3502/live/cid=440
探索科学,vjms://23.237.33.155:8500:3502/live/cid=457
非凡新闻,vjms://23.237.33.155:8500:3502/live/cid=443
东森新闻,vjms://23.237.33.155:8500:3502/live/cid=340
东森财经,vjms://23.237.33.155:8500:3502/live/cid=456
中视,vjms://23.237.33.155:8500:3502/live/cid=452
中天新闻,vjms://23.237.33.155:8500:3502/live/cid=407
壹新闻,vjms://23.237.33.155:8500:3502/live/cid=445
民视,vjms://23.237.33.155:8500:3502/live/cid=226
民视新闻,vjms://23.237.33.155:8500:3502/live/cid=454
年代MUCH,vjms://23.237.33.155:8500:3502/live/cid=439
TVBS欢乐台,vjms://23.237.33.155:8500:3502/live/cid=438
CN卡通,vjms://23.237.33.155:8500:3502/live/cid=422
八大第一,vjms://23.237.33.155:8500:3502/live/cid=441
东森综合,vjms://23.237.33.155:8500:3502/live/cid=333
东森幼幼,vjms://23.237.33.155:8500:3502/live/cid=344
澳亚卫视,vjms://23.237.33.155:8500:3502/live/cid=337
TVB明珠台,vjms://58.215.133.185:8500:3502/live/cid=367
TVB翡翠台,vjms://58.215.133.185:8500:3502/live/cid=362
CNBC,vjms://23.237.33.155:8500:3502/live/cid=98
CNN,vjms://23.237.33.155:8500:3502/live/cid=428
BBC,vjms://23.237.33.155:8500:3502/live/cid=418
HBO原创电影,vjms://23.237.33.155:8500:3502/live/cid=436
HBO家庭,vjms://23.237.33.155:8500:3502/live/cid=181
HBO强档,vjms://23.237.33.155:8500:3502/live/cid=238
HBO,vjms://23.237.33.155:8500:3502/live/cid=261
FOX电影,vjms://23.237.33.155:8500:3502/live/cid=94
纬来戏剧,vjms://23.237.33.155:8500:3502/live/cid=137
AXN,vjms://23.237.33.155:8500:3502/live/cid=2
TVB明珠台,vjms://23.237.33.155:8500:3502/live/cid=367
TVB翡翠台,vjms://23.237.33.155:8500:3502/live/cid=362
TVBS欢乐台,vjms://23.237.33.155:8500:3502/live/cid=438
ELTA体育HD,vjms://23.237.33.155:8500:3502/live/cid=266
博斯高球1,vjms://23.237.33.155:8500:3502/live/cid=265
纬来体育,vjms://23.237.33.155:8500:3502/live/cid=202
TV5MONDE,vjms://23.237.33.155:8500:3502/live/cid=396
迪斯尼,vjms://23.237.33.155:8500:3502/live/cid=361
CN卡通,vjms://23.237.33.155:8500:3502/live/cid=422
东森幼幼,vjms://23.237.33.155:8500:3502/live/cid=344
TV5MONDE,vjms://23.237.33.155:8500:3502/live/cid=396
港台P2P,#genre#
中天亚洲 ,p2p://190.2.146.92:18912/5c724839000d2f361d51a7e41eb00016.ts
中天新闻 ,p2p://190.2.146.92:18912/5c7249b6000641f71d5776673c1d2f63.ts
三立台湾,p2p://190.2.146.92:18912/5c72486a000b11721d5266cf1bf84bce.ts
民视 ,p2p://190.2.146.92:18912/5c72483f0003db4b1d51bcf349367c26.ts
华视 ,p2p://190.2.146.92:18912/5c72484f000e498b1d51fe2201d92dd3.ts
中视 ,p2p://190.2.146.92:18912/5c72484b000b1d091d51edb7087b7686.ts
非凡新闻 ,p2p://190.2.146.92:18912/5c7249cb000744bc1d57c8bd53377361.ts
东森新闻 ,p2p://190.2.146.92:18912/5c7248a0000383701d5337cb153b4b51.ts
东森超视,p2p://190.2.146.92:18912/5c72487c000667911d52abe7044c2b21.ts
东森幼幼 ,p2p://190.2.146.92:18912/5c724866000564111d5255b84de26a1c.ts
东森戏剧 ,p2p://190.2.146.92:18912/5c724882000704081d52c386798d4d25.ts
卫视电影 ,p2p://190.2.146.92:18912/5c7249cf00095b611d57d8da587f1c48.ts
HBO HD ,p2p://190.2.146.92:18912/5c7249dd000ca2101d58106551ff3ed4.ts
国家地理野生 ,p2p://190.2.146.92:18912/5c7249fb000db88c1d5885e333974925.ts
好莱坞电影 ,p2p://190.2.146.92:18912/5c7249e2000125281d5820ff23a165d1.ts
MOMO亲子 ,p2p://190.2.146.92:18912/5c7248620002c4fd1d52456c75ed6b55.ts
迪士尼卡通 ,p2p://190.2.146.92:18912/5c72485c0008852e1d522f7314a34325.ts
大爱 ,p2p://190.2.146.92:18912/5c7248470009cd451d51ddb92c7476f0.ts
JET综合 ,p2p://190.2.146.92:18912/5c724892000e3e1c1d5303da4a3c6c26.ts
东森综合 ,p2p://190.2.146.92:18912/5c724877000e7b2d1d529a721b487255.ts
东森电影 ,p2p://190.2.146.92:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
TVBS欢乐 ,p2p://190.2.146.92:18912/5c72488a000a56b71d52e3a07060345e.ts
亚洲旅游 ,p2p://190.2.146.92:18912/5c724854000188081d520e6e279b2446.ts
TVBS精彩台,p2p://190.2.146.92:18912/5bdbf3b20000e966d2177540400d0818.ts
TVBS新闻 ,p2p://190.2.146.92:18912/5c7249c2000e510f1d57a75a30592ee2.ts
三立新闻 ,p2p://190.2.146.92:18912/5c7249be000b87931d5796ff51e62b02.ts
美亚电影 ,p2p://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
纬来电影 ,p2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts
纬来戏剧 ,p2p://190.2.146.92:18912/5c72488e000bae061d52f38e705751dd.ts
星卫娱乐 ,p2p://190.2.146.92:18912/5c724a0a000180991d58bd4f6e533ad5.ts
星卫电影 ,p2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts
八大戏剧 ,p2p://190.2.146.92:18912/5c72488600080edc1d52d364104615a0.ts
霹雳台湾 ,p2p://190.2.146.92:18912/5c7248580004e26e1d521ee9240c6230.ts
ELTA体育3 ,p2p://190.2.146.92:18912/5c7249f7000966361d58752a73813a0e.ts


浙江移动,#genre#
凤凰中文HD,http://112.17.40.145/PLTV/88888888/224/3221226368/index.m3u8
凤凰资讯HD,http://112.17.40.145/PLTV/88888888/224/3221226491/index.m3u8
凤凰香港HD,http://qlive.fengshows.cn/live720p/PHK.flv?txSecret=8b7125c692389da69e056d3f73897627&txTime=16ecb504dfe
求索记录HD,http://112.17.40.145/PLTV/88888888/224/3221226610/index.m3u8
求索动物HD,http://112.17.40.145/PLTV/88888888/224/3221226695/index.m3u8
求索生活HD,http://112.17.40.145/PLTV/88888888/224/3221226606/index.m3u8
求索科技HD,http://112.17.40.145/PLTV/88888888/224/3221226608/index.m3u8
CCTV1,http://112.17.40.145/PLTV/88888888/224/3221226595/index.m3u8
CCTV2,http://112.17.40.145/PLTV/88888888/224/3221226593/index.m3u8
CCTV4,http://112.17.40.145/PLTV/88888888/224/3221226171/index.m3u8
CCTV7,http://112.17.40.145/PLTV/88888888/224/3221226607/index.m3u8
CCTV9,http://112.17.40.145/PLTV/88888888/224/3221226609/index.m3u8
CCTV10,http://112.17.40.145/PLTV/88888888/224/3221226498/index.m3u8
CCTV12,http://112.17.40.145/PLTV/88888888/224/3221226520/index.m3u8
CCTV14,http://112.17.40.145/PLTV/88888888/224/3221226508/index.m3u8
CCTV15,http://112.17.40.145/PLTV/88888888/224/3221226112/index.m3u8

浙江卫视,http://112.17.40.145/PLTV/88888888/224/3221226474/index.m3u8
山东教育,http://112.17.40.145/PLTV/88888888/224/3221226652/index.m3u8
山西卫视,http://112.17.40.145/PLTV/88888888/224/3221226114/index.m3u8
海南卫视,http://112.17.40.145/PLTV/88888888/224/3221226116/index.m3u8
河北卫视,http://112.17.40.145/PLTV/88888888/224/3221226110/index.m3u8
新疆卫视,http://112.17.40.145/PLTV/88888888/224/3221226124/index.m3u8
河南卫视,http://112.17.40.145/PLTV/88888888/224/3221226130/index.m3u8
东南卫视,http://112.17.40.145/PLTV/88888888/224/3221226134/index.m3u8
贵州卫视,http://112.17.40.145/PLTV/88888888/224/3221226146/index.m3u8
吉林卫视,http://112.17.40.145/PLTV/88888888/224/3221226158/index.m3u8
西藏卫视,http://112.17.40.145/PLTV/88888888/224/3221226160/index.m3u8
内蒙古卫视,http://112.17.40.145/PLTV/88888888/224/3221226174/index.m3u8
宁夏卫视,http://112.17.40.145/PLTV/88888888/224/3221226209/index.m3u8
广西卫视,http://112.17.40.145/PLTV/88888888/224/3221226211/index.m3u8
四川卫视,http://112.17.40.145/PLTV/88888888/224/3221226215/index.m3u8
陕西卫视,http://112.17.40.145/PLTV/88888888/224/3221226177/index.m3u8
云南卫视,http://112.17.40.145/PLTV/88888888/224/3221226241/index.m3u8
浙江卫视,http://112.17.40.145/PLTV/88888888/224/3221226326/index.m3u8
广东卫视,http://112.17.40.145/PLTV/88888888/224/3221226510/index.m3u8
湖北卫视,http://112.17.40.145/PLTV/88888888/224/3221226512/index.m3u8
辽宁卫视,http://112.17.40.145/PLTV/88888888/224/3221226514/index.m3u8
天津卫视,http://112.17.40.145/PLTV/88888888/224/3221226516/index.m3u8
北京卫视,http://112.17.40.145/PLTV/88888888/224/3221226518/index.m3u8
黑龙江卫视,http://112.17.40.145/PLTV/88888888/224/3221226613/index.m3u8
湖南卫视,http://112.17.40.145/PLTV/88888888/224/3221226615/index.m3u8
江西卫视,http://112.17.40.145/PLTV/88888888/224/3221226617/index.m3u8
浙江卫视,http://112.17.40.145/PLTV/88888888/224/3221226619/index.m3u8
东方卫视,http://112.17.40.145/PLTV/88888888/224/3221226621/index.m3u8
江苏卫视,http://112.17.40.145/PLTV/88888888/224/3221226522/index.m3u8
深圳卫视,http://112.17.40.145/PLTV/88888888/224/3221226524/index.m3u8
安徽卫视,http://112.17.40.145/PLTV/88888888/224/3221226611/index.m3u8
冬奥纪实,http://112.17.40.145/PLTV/88888888/224/3221226746/index.m3u8
重庆卫视,http://112.17.40.145/PLTV/88888888/224/3221226605/index.m3u8
四海钓鱼,http://112.17.40.145/PLTV/88888888/224/3221226533/index.m3u8
数码时代,http://112.17.40.145/PLTV/88888888/224/3221226638/index.m3u8
车迷频道,http://112.17.40.145/PLTV/88888888/224/3221226837/index.m3u8
哈哈炫动,http://112.17.40.145/PLTV/88888888/224/3221226745/index.m3u8
金鹰纪实,http://112.17.40.145/PLTV/88888888/224/3221226831/index.m3u8
兵团卫视,http://112.17.40.145/PLTV/88888888/224/3221226186/index.m3u8
甘肃卫视,http://112.17.40.145/PLTV/88888888/224/3221226187/index.m3u8
金鹰卡通,http://112.17.40.145/PLTV/88888888/224/3221226190/index.m3u8
优漫卡通,http://112.17.40.145/PLTV/88888888/224/3221226172/index.m3u8
卡酷少儿,http://112.17.40.145/PLTV/88888888/224/3221226184/index.m3u8
嘉佳卡通,http://112.17.40.145/PLTV/88888888/224/3221226461/index.m3u8
优优宝贝,http://112.17.40.145/PLTV/88888888/224/3221226829/index.m3u8
CGTN,http://112.17.40.145/PLTV/88888888/224/3221226235/index.m3u8
CGTN,http://112.17.40.145/PLTV/88888888/224/3221226314/index.m3u8
杭州1,http://112.17.40.145/PLTV/88888888/224/3221226170/index.m3u8
嘉兴新闻综合,http://112.17.40.145/PLTV/88888888/224/3221226358/index.m3u8
高清1,http://112.17.40.145/PLTV/88888888/224/3221226176/index.m3u8
高清2,http://112.17.40.145/PLTV/88888888/224/3221226178/index.m3u8
高清3,http://112.17.40.145/PLTV/88888888/224/3221226179/index.m3u8
高清4,http://112.17.40.145/PLTV/88888888/224/3221226181/index.m3u8
高清5,http://112.17.40.145/PLTV/88888888/224/3221226245/index.m3u8
高清6,http://112.17.40.145/PLTV/88888888/224/3221226360/index.m3u8
学而思1HD,http://112.17.40.145/PLTV/88888888/224/3221226582/index.m3u8
学而思2HD,http://112.17.40.145/PLTV/88888888/224/3221226592/index.m3u8
学而思3HD,http://112.17.40.145/PLTV/88888888/224/3221226594/index.m3u8
学而思4HD,http://112.17.40.145/PLTV/88888888/224/3221226596/index.m3u8
学而思5HD,http://112.17.40.145/PLTV/88888888/224/3221226600/index.m3u8
学而思6HD,http://112.17.40.145/PLTV/88888888/224/3221226681/index.m3u8
学而思7HD,http://112.17.40.145/PLTV/88888888/224/3221226685/index.m3u8
百视通体育1HD,http://112.17.40.145/PLTV/88888888/224/3221226598/index.m3u8
百视通体育2HD,http://112.17.40.145/PLTV/88888888/224/3221226683/index.m3u8
百视通体育3HD,http://112.17.40.145/PLTV/88888888/224/3221226689/index.m3u8
轮播1,http://112.17.40.145/PLTV/88888888/224/3221226479/index.m3u8
轮播2,http://112.17.40.145/PLTV/88888888/224/3221226481/index.m3u8
轮播3,http://112.17.40.145/PLTV/88888888/224/3221226120/index.m3u8
NewTV1HD,http://112.17.40.145/PLTV/88888888/224/3221226662/index.m3u8
NewTV2HD,http://112.17.40.145/PLTV/88888888/224/3221226751/index.m3u8
NEWTV搏击HD,http://112.17.40.145/PLTV/88888888/224/3221226737/index.m3u8
NEWTV金牌综艺,http://112.17.40.145/PLTV/88888888/224/3221226749/index.m3u8
NewTV家庭剧场HD,http://112.17.40.145/PLTV/88888888/224/3221226642/index.m3u8
NEWTV黑莓剧场HD,http://112.17.40.145/PLTV/88888888/224/3221226755/index.m3u8
NEWTV精品记录HD,http://112.17.40.145/PLTV/88888888/224/3221226763/index.m3u8
NEWTV黑莓动画HD,http://112.17.40.145/PLTV/88888888/224/3221226654/index.m3u8
NewTV惊悚悬疑HD,http://112.17.40.145/PLTV/88888888/224/3221226656/index.m3u8
NewTV军事评论HD,http://112.17.40.145/PLTV/88888888/224/3221226658/index.m3u8
NewTV爱情喜剧HD,http://112.17.40.145/PLTV/88888888/224/3221226660/index.m3u8
NEWTV农业致富HD,http://112.17.40.145/PLTV/88888888/224/3221226664/index.m3u8
NEWTV潮妈辣婆HD,http://112.17.40.145/PLTV/88888888/224/3221226666/index.m3u8
NEWTV精品大剧HD,http://112.17.40.145/PLTV/88888888/224/3221226668/index.m3u8
NEWTV军旅剧场HD,http://112.17.40.145/PLTV/88888888/224/3221226682/index.m3u8
NewTV动作电影HD,http://112.17.40.145/PLTV/88888888/224/3221226747/index.m3u8
NewTV古装剧场HD,http://112.17.40.145/PLTV/88888888/224/3221226753/index.m3u8
NewTV健康有约HD,http://112.17.40.145/PLTV/88888888/224/3221226757/index.m3u8
NewTV中国功夫HD,http://112.17.40.145/PLTV/88888888/224/3221226759/index.m3u8
NEWTV炫舞未来HD,http://112.17.40.145/PLTV/88888888/224/3221226817/index.m3u8
NEWTV精品体育HD,http://112.17.40.145/PLTV/88888888/224/3221226819/index.m3u8
NEWTV黑莓电竞HD,http://112.17.40.145/PLTV/88888888/224/3221226724/index.m3u8
游戏风云HD,http://112.17.40.145/PLTV/88888888/224/3221226726/index.m3u8

CCTV1HD,http://112.17.40.145/PLTV/88888888/224/3221226154/index.m3u8
CCTV1HD,http://112.17.40.145/PLTV/88888888/224/3221226527/index.m3u8
CCTV1HD,http://112.17.40.145/PLTV/88888888/224/3221226541/index.m3u8
CCTV1HD,http://112.17.40.145/PLTV/88888888/224/3221226589/index.m3u8
CCTV2HD,http://112.17.40.145/PLTV/88888888/224/3221226138/index.m3u8
CCTV2HD,http://112.17.40.145/PLTV/88888888/224/3221226468/index.m3u8
CCTV3HD,http://112.17.40.145/PLTV/88888888/224/3221226431/index.m3u8
